853;Yamada, T., and J. Davies;1971;. A genetic and biochemical study of streptomycin- and spectinomycin-resistance in <i>Salmonella typhimurium.</i> ;Mol. Gen. Genet. 110:197–210.
854;Yamagata, H., C. Ippolito, M. Inukai, and M. Inouye;1982;. Temperature-sensitive processing of outer membrane lipoprotein in an <i>Escherichia coli</i> mutant. ;J. Bacteriol. 152:1163–1168.
855;Yamagishi, J., H. Yoshida, M. Yamayoshi, and S. Nakamura;1986;. Nalidixic acid resistant mutations of the <i>gyrB</i> gene of <i>Escherichia coli.</i> ;Mol. Gen. Genet. 204:367–373.
856;Yamamoto, T., and Y. Fujiwara;1990;. Uracil DNA glycosylase causes 5-bromodeoxyuridine photosensitization in <i>Escherichia coli</i> K-12. ;J. Bacteriol. 172:5278–5285.
857;Yamasaki, M., R. Aono, and G. Tamura;1976;. FL-1060 binding protein of <i>Escherichia coli</i> is probably under the control of cyclic AMP. ;Agric. Biol. Chem. 40:1665–1667.
858;Yanagisawa, T., J. T. Lee, H. C. Wu, and M. Kawakam;1994;. Relationship of protein structure of isoleucyl-tRNA synthetase with pseudomonic acid resistance of <i>Escherichia coli:</i> a proposed mode of action of pseudomonic acid as an inhibitor of isoleucyl-tRNA synthetase. ;J. Biol. Chem. 269:24304–24309.
859;Yarmolinsky, M. B., H. Wiesmeyer, H. M. Kalckar, and E. Jordan;1959;. Hereditary defects in galactose metabolism in <i>Escherichia coli</i> mutants. II. Galactose-induced sensitivity. ;Proc. Natl. Acad. Sci. USA 45:1786–1791.
860;Yoshida, H., M. Bogaki, M. Nakamura, and S. Nakamura;1990;. Quinolone resistance- determining region in the DNA gyrase <i>gyrA</i> gene of <i>Escherichia coli.</i> ;Antimicrob. Agents Chemother. 34:1271–1272.
861;Yoshikawa, M., A. Okuyuma, and N. Tanaka;1975;. A third kasugamycin resistance locus, <i>ksgC,</i> affecting ribosomal protein S2 in <i>Escherichia coli</i> K-12. ;J. Bacteriol. 122:796–797.
862;Yudkin, M. D;1977;. Unstable mutations that relieve catabolite repression of tryptophanase synthesis by <i>Escherichia coli.</i> ;J. Bacteriol. 130:57–61.
863;Yura, T., and K. Igarishi;1968;. RNA polymerase mutants of <i>Escherichia coli.</i> I. Mutants resistant to streptovaricin. ;Proc. Natl. Acad. Sci. USA 61:1313–1319.
864;Yura, T., and C. Wada;1968;. Phenethyl alcohol resistance in <i>Escherichia coli.</i> I. Resistance of strain C600 and its relation to azide resistance. ;Genetics 59:177–190.
865;Zak, V. L., and R. A. Kelln;1978;. 5-Fluoroorotate-resistant mutants of <i>Salmonella typhimurium.</i> ;Can. J. Microbiol. 24:1339–1345.
866;Zak, V. L., and R. A. Kelln;1981;. A <i>Salmonella typhimurium</i> mutant dependent upon carbamyl aspartate for resistance to 5-fluorouracil is specifically altered in ubiquinone biosynthesis. ;J. Bacteriol. 145:1095–1098.
867;Zissler, J., E. Signer, and F. Schaefer;1971;. The role of recombination in growth of bacteriophage lambda. I. The gamma gene, p. 455–468. <i>In</i> A. D. Hershey (ed.), ;The Bacteriophage Lambda. Cold Spring Harbor Laboratory, Cold Spring Harbor, N.Y.
868;Zwiebel, L. J., M. Inukai, K. Nakamura, and M. Inouye;1981;. Preferential selection of deletion mutations of the outer membrane lipoprotein gene of <i>Escherichia coli</i> by globomycin. ;J. Bacteriol. 145:654–656. 
869;Comai, L.;1985;Inhibition resistant 5-enolpyruvyl-3-phosphoshikimate synthetase, production and use.;US Patent US4535060.
870;Lin, S. C. L., D. T. Palmer, and H. I. Miller;1986;Phage resistant E. Coli bacterium and method for making the same.;European Patent EP0183469A1.
871;Miller, E. S.;1984;PhD Thesis.;Purdue University.
872;Epelbaum, S., Z. Barak, R. Larossa, and D. Chipman;1994;Unpublished data.;
873;Freitag, C. S.;1982;The application of streptozotocin resistance and transposon mutagenesis in the selection of pts mutations in Salmonella Typhimurium (PhD Thesis).;North Carolina State University.
